objectid,filename,youtubeid,vimeoid,title,creator,date,location,format,latitude,longitude,source,subject
Macbeth_2006-2,,,,Macbeth (2006),Michael T. Starks,2006,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73488,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Modernized;Business;Indie;Clyde Sacks;Karilyn T. Starks;Robert Kramer;Andrew Hall;Dashiell Barrett;Elizabeth Pennington;Fred Sewell;Jean-Pierre Parent;Marion Berry;Michael Best
Macbeth_2006-3,,1YVFHaJq0iY,,Mickey B,Tom Magill,2006,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt1509143/?ref_=ttfc_ov_bk,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Documetary;William Campbell;David Conway;Gerard Donegan;Sam Mcclean;Stephen McParland;Jason Thompson
Macbeth_2008-1,,iYUk13_HkDg,,Max & Beth,Unknown,2008,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;Unknown;Loose/Inspired;Indie;
Macbeth_2008-2,,,,Macbeth's Disciple,Jasmin Tempest,2008,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73476,Macbeth;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Documentary;Roger Barclay;Marcello Marascalchi;Brandan Gregory;Celia Adams;Chris Nuttall;George Orsler;James Russell;Keith Dunphy
Macbeth_2009,,dDoackXKmnE,,Macbeth (2009),Brandon Arnold,2009,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av72644,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Post-apocalyptic;Hans Totterer;Chrissy Ellison
Macbeth_2010-2,,bzqe_KHmDPI,,Macbeth No More,Suri Krishnamma,2010,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73747,Macbeth;Short;Loose/Inspired;Drama;Thriller;Indie;Alyn Gwyndaf;Annabel Capper;Barry Fitzgerald;Jonathan Baker;Orion Lee;Rachel Dale;Sam Frears;Tara Muir
Macbeth_2011-3,,,,Bill Shakespeare in Hollywood,Jocelyn Ranne,2011,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73209,Macbeth;A Midsummer Night's Dream;Hamlet;Feature;Loose/Inspired;Comedy;Satire;Screwball;Indie;Rafika Chawishe;Jocelyn Ranne;Pia Bundy;C.C. Sheffield;Brandon Econ;Gabriela Dias
Macbeth_2011-4,,vd6JEk6Imco,,Shakespeare Must Die (Shakespeare Tong Tai),Ing Kanjanavanit,2011,Thailand,MovingImage,13.036597,101.492515,IMDb - https://www.imdb.com/title/tt2347495/,Macbeth;Feature;Loose/InspiredDrama/Tragedy;Horror;Pisarn Pattanapeeradej;Fiona Tarini Graham;Chatdanai Musikchai;Pissara Umavijani;Sakul Boonyatat;Piyatat Hematat;Niwat Kongpien;Nammon Joiraksa;Pea PanuvaTV/Video/Recordinganich
Macbeth_2012-2,,,,Macbett (The Caribbean Macbeth),Aleta Chappelle,2012,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av73777,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;War;ModernizedTerrence Howard;Sanaa Latha;Harry Lennix;Blair Underwood;Danny Glover;Evan Ross
Macbeth_2012-3,,,,The Tragedy of Macbeth (2012),Don Gallagher,2012,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av75055,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Animation;Science Fiction;Space;CGIJames Curcione;Mirai Booth-Ong
Macbeth_2016-1,,DBC3zWXpPzY,,Macbeth Unhinged,Angus MacFadyen,2016,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt4477702/,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Modernized;Angus Macfadyen;Taylor Roberts;Kevin McNally;Harry Lennix;Seth Numrich;Samuel Roukin;Daniel Henshall;Daven Ralston;Devin Druid;Olivia Maxwell
Macbeth_2016-2,,Jbg5W_iK0Ig,,Veeram,Jayaraj,2016,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Veeram_(2016_film),Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Historical Epic;Kunal Kapoor;Shivajith Padmanabhan;Himarsha Venkatsamy;Satheesh Menon;Shiyas Kareem;Ashraf Gurukkal;Ketaki Narayan;Divina Thakur
Macbeth_2017,,a0ne3qEW6RM,,Il maledetto,Giulio Base,2017,Italy,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt12572972/,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Crime;Gangster;Modernized;Emanuele Pacca;Samuele Carrino;Roberto Negri;Nicola Nocella;Ileana D'Ambra;Lucia Zotti;Paolo Fosso;Gianni D'Addario
Macbeth_2021-2,,9yULZ8y1J-s,,Joji,Dileesh Pothan,2021,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Joji_(film),Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Psychological Thriller;Crime;Fahadh Faasil;Baburaj;Basil Joseph;Shammi Thilakan;Unnimaya Prasad;Joji Mundakkayam;Spadikam Sunny;Alister Alex;Dileesh Pothan
Macbeth_2021-3,,8WUTZKpeoV0,,Mandaar (মন্দার),Anirban Bhattacharya;Pratik Dutta,2021,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Mandaar,Macbeth;Series;Loose/Inspired;Drama/Tragedy;Thriller;Crime;Debasish Mondal;Sohini Sarkar;Debesh Roychowdhury;Sumana Mukhopadhyay;Anirban Bhattacharya;Sankar Debnath;Loknath Dey;Diganta Saha;Korak Samanta
Macbeth_2023,,_UovGY-ccA0,,Mayaa,Raajhorshee De,2023,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Mayaa,Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Thriller;Rafiath Rashid Mithila;Tanushree Chakraborty;Reecha Sharma;Koneenica Banerjee;Rahul Banerjee;Gaurav Chakraborty;Sudipta Chakraborty
RaJ_1908-1,,teJyp1EQJZw,,"Romeo and Juliet, A Romantic Story of the Ancient Feud Between the Italian Houses of Montague and Capulet",J. Stuart Blackton,1908,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1908_film),Romeo and Juliet;Silent;Faithful/Direct;Drama/Tragedy;Romance;Paul Panzer;Florence Lawrence;John G. Adolfi;Josephine Atkinson;Louise Carver;Charles Chapman;Gladys Hulette;Charles Kent;William V. Ranous;William Shea;Harry Solter;Florence Turner
RaJ_1908-2,,,,Romeo and Juliet (1908),Unknown,1908,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/List_of_films_based_on_Romeo_and_Juliet,Romeo and Juliet;Silent;Short;Faithful/Direct;Drama/Tragedy;Romance;
RaJ_1908-3,,,,Romeo e Giulietta (1908),Mario Caserini,1908,Italy,MovingImage,41.873988,12.564167,Wikipedia - https://it.wikipedia.org/wiki/Romeo_e_Giulietta_(film_1908),Romeo and Juliet;Silent;Short;Faithful/Direct;Drama/Tragedy;Romance;
RaJ_1911,,gVTtqcBntn4,,Romeo and Juliet (1911),Barry O'Neil,1911,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0123245/,Romeo and Juliet;Silent;Short;Faithful/Direct;Drama/Tragedy;Romance;George Lessey;Julia M. Taylor;Mrs. George W. Walters;David Andrada;Robert Halt;William Garwood
RaJ_1912-1,,mFUSHKHKcNk,,Romeo e Giulietta (1912),Ugo Falena;Gerolamo Lo Savio,1912,Italy,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt0123088/,Romeo and Juliet;Silent;Faithful/Direct;Drama/Tragedy;Romance;Gustavo Serena;Francesca Bertini;Ferruccio Garavaglia;Giovanni Pezzinga
RaJ_1916-1,,,,Romeo and Juliet (1916 Metro Pictures),John W. Noble;Francis X. Bushman,1916,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1916_Metro_Pictures_film),Romeo and Juliet;Silent;Feature;Faithful/Direct;Drama/Tragedy;Romance;Francis X. Bushman;Beverly Bayne;Horace Vinton;John Davidson;Eric Hudson;Edmund Elton;Leonard Grover;Fritz Leiber Sr.;Olav Skavlan;Lawson Butt;Robert Cummings;A. J. Herbert;Edwin Boring;William Morris;Joseph Dailey;Ethel Mantell;Venie Atherton
RaJ_1916-2,,3Vw3FyLNHXs,,Romeo and Juliet (1916 Fox),J. Gordon Edwards,1916,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1916_Fox_film),Romeo and Juliet;Silent;Feature;Faithful/Direct;Drama/Tragedy;Romance;Theda Bara;Harry Hilliard;Glen White;Walter Law;John Webb Dillion;Einar Linden;Elwin Eaton;Alice Gale;Helen Tracy;Victory Bateman;Jane Lee;Katherine Lee
RaJ_1924,,7tzQPXB5tMw,,Romeo and Juliet (1924),Reggie Morris;Harry Sweet,1924,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0015288/,Romeo and Juliet;Silent;Short;Faithful/Direct;Drama/Tragedy;Romance;Ben Turpin;Alice Day;Jack Curtis;Vernon Dent;Natalie Kingston;Billy Bevan;Dot Farley;Marvin Loback;Roger Moore;Louise Carver
RaJ_1936,,pblrEyCJLg8,,Romeo and Juliet (1936),George Cukor,1936,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1936_film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Norma Shearer;Leslie Howard;John Barrymore;Edna May Oliver;Basil Rathbone;C. Aubrey Smith;Andy Devine;Conway Tearle;Ralph Forbes;Henry Kolker;Robert Warwick;Virginia Hammond;Reginald Denny;Violet Kemble-Cooper
RaJ_1939,,,,Julieta y Romeo,José María Castellví,1940,Spain,MovingImage,39.896027,-2.487694,IMDb - https://www.imdb.com/title/tt0031518/,Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Marta Flores;Enrique Guitart;Marta Grau;Teresa Idel;Juan Barajas;Arturo Cámara;Francisco Hernández;Candelaria Medina
RaJ_1947-1,,,,The Tragedy of Romeo and Juliet,Michael Barry,1947,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0125477/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;John Bailey;Rosalie Crutchley;Andre Van Gyseghem;Agnes Lauchlan;Andrew Osborn;Michael Goodliffe;John Gattrell;Stafford Byrne;Bruce Belfrage;Una Venning;Marguerite Young;Robert Sansom;George Howe;Kenneth Firth;James Ottaway;John Rudling;Marne Maitland
RaJ_1947-2,,,,Romeo and Juliet (1947),Akhtar Hussein,1947,India,MovingImage,21.125681,82.794998,IMDb - https://www.imdb.com/title/tt0354875/,Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Anwar Hussain;Nargis;Nazir Kashmiri;D.K. Sapru
RaJ_1949-1,,,,Romeo and Juliet (1949),Albert McCleery,1949,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0674355/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Bert Lytell;Kevin McCarthy;Patricia Breslin;William Windom;Robert Gerringer;Kay Lavelle;Muriel Hutchison;Jason Evers;Kendall Clark;Robert Bolger;Tod Andrews
RaJ_1954-1,,Ri1jUAGbh-M,,Romeo and Juliet (1954),Renato Castellani,1954,United Kingdom;Italy,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1954_film),Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Laurence Harvey;Susan Shentall;Flora Robson;Norman Wooland;Mervyn Johns;Bill Travers;Sebastian Cabot;Lydia Sherwood;Ubaldo Zollo;Enzo Fiermonte;Ennio Flaiano
RaJ_1954-2,,,,Kraft Theatre: Romeo and Juliet,Richard Dunlap,1954,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0622440/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Ed Herlihy;Susan Strasberg;Liam Sullivan;Marc Breaux;Madeline Clive;Felix Deebank;Noel Leslie;Jack Livesey;Carroll McComas;Eric Sinclair
RaJ_1954-3,,,,Romeo e Giulietta (1954),Franco Enriquez,1954,Italy,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt7169460/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Giorgio Albertazzi;Vira Silenti;Leonardo Cortese;Mauro Barbagli;Toni Barpi;Marcello Bertini;Lola Braccini;Marcello Giorda
RaJ_1955-1,,7fcUXWXQOUA,,BBC Sunday-Night Theatre: Romeo and Juliet,Harold Clayton,1955,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0125478/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Tony Britton;Virginia McKenna;Flora Robson;Michael Brennan;Henry Davies;Colin Douglas;Jill Esmond;J. Leslie Frith;Roger Gage;David Garth;Peter Henchie;David Horne;Laurence Payne;John Phillips;Harcourt Williams;Richard Wordsworth
RaJ_1957-1,,,,Romeo and Juliet (1957),Clark Jones,1957,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0257051/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Claire Bloom;John Neville;Ronald Allen;John Breslin;Jeremy Brett;Margaret Courtenay;Charles Gray;Jack Gwillim;Ernest Hare;Denis Holmes;Paul Rogers;Job Stewart;Jennifer Wilson;Richard Wordsworth
RaJ_1962,,,,Romeo and Juliet (1962),Prudence Nesbitt,1962,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt2092753/fullcredits/,Romeo and Juliet;TV/Video/Recording;Series;Serial;;Faithful/Direct;Drama/Tragedy;Romance;David Weston;Jane Asher;Edward Bingham;Rick Jones;Jessie Evans;Christine Pollon;Daniel Thorndike;Jerome Willis;Lauriston Shaw;Michael Logan;Peter Ellis;Richard Davies
RaJ_1964-1,,IolEPVPMZrI,,Romeo and Juliet (1962),Riccardo Freda,1964,Italy;Spain,MovingImage,41.873988,12.564167,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1964_film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Geronimo Meynier;Rosemarie Dexter;Carlos Estrada
RaJ_1964-2,,,,Romeo en Julia (1964),Jack Dixon,1964,Netherlands,MovingImage,52.133057,5.29525,IMDb - https://www.imdb.com/title/tt1193519/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Carol Linssen;Paula Petri;Hans Croiset;Gerard Heystee;Tom van Beek;Wim Van den Heuvel
RaJ_1964-3,,,,Romeo und Julia (1964),Gerhard Klingenberg,1964,Germany (West),MovingImage,51.165707,10.452764,IMDb - https://www.imdb.com/title/tt5608842/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Jörg Holm;Brigitte Grothum;Michael Degen;Helmut Förnbacher;Günter Mack;Siegfried Wischnewski;Gerhart Lippert;Franz Kutschera;Marianne Wischmann;Monika John
RaJ_1965-1,,,,Romeo and Juliet (1965),Val Drumm;Paul Lee,1965,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0125479/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Clive Francis;Angela Scoular;Philip John Taylor;Gareth Thomas;Damien Thomas;Richard Wilson;Libby Glenn;Victor Holchak;Hayward B. Morse
RaJ_1966-1,,,,Romeo y Julieta (1966),María Herminia Avellaneda,1966,Argentina,MovingImage,-38.421295,-63.587402,IMDb - https://www.imdb.com/title/tt0366977/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Rodolfo Bebán;Evangelina Salazar;Tito Alonso;Ernesto Bianco;Luis Brandoni;Eva Donge;María Rosa Gallo;Juan Carlos Galván;José María Gutiérrez;Fernando Labat;Claudia Lapacó;Cipe Lincovsky;Luis Medina Castro;Osvaldo Pacheco;Haydée Padilla;Rodolfo Ranni;Sergio Renán;Susana Rinaldi;María Luisa Robledo;Perla Santalla;Pepe Soriano;Luis Tasca
RaJ_1967,,,,BBC Play of the Month: Romeo and Juliet,Alan Cooke,1967,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0062214/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Kika Markham;Hywel Bennett;John Gielgud;Thora Hird;Michael Gambon;Ronald Pickup;Charles Kay;Ronald Cunliffe;Edward Burnham;Stephanie Bidmead;Robert Gillespie;David Griffin;Anthony Newlands;Michael Godfrey;Derrick Gilbert;Brian Coburn
RaJ_1968-1,,DT7c0NIsGQA,,Romeo and Juliet (1968),Franco Zeffirelli,1968,United Kingdom;Italy,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(1968_film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Period;Leonard Whiting;Olivia Hussey;Bruce Robinson;Michael York;Antonio Pierfederici;Paul Hardwick;Esmeralda Ruspoli;Natasha Parry;Keith Skinner;Dyson Lovell;Richard Warwick;Pat Heywood;Roy Holder
RaJ_1969,,,,Romeo and Juliet (1969),Gordon McDougall,1969,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/List_of_films_based_on_Romeo_and_Juliet,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;
RaJ_1972,,,,Romeo y Julieta (1972),José Antonio Páramo,1972,Spain,MovingImage,39.896027,-2.487694,IMDb - https://www.imdb.com/title/tt0443210/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Ana Belén;Tony Isbert;Agustín González;Carlos Lemos;Laly Soldevila;Javier Loyola;José Guardiola
RaJ_1977,,,,Romio to Jurietto (Tales of Magic),Kyosuke Katsura,1977,Japan,MovingImage,34.886306,134.379711,IMDb - https://www.imdb.com/title/tt15442888/,Romeo and Juliet;Series;Episode;;Faithful/Direct;Drama/Tragedy;Romance;Fantasy;Animation;Anime;
RaJ_1976-1,,GA9j7iV4ewI,,Romeo & Juliet (1976),Joan Kemp-Welch,1976,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0125480/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Christopher Neame;Ann Hasson;Laurence Payne;Mary Kenton;Peter Dyneley;Simon MacCorkindale;Arthur Hewlett;Clive Swift;Roger Tallon;Michael Macowan
RaJ_1978-1,,,,Romeo e Giulietta (1978),Orazio Costa;Siro Marcellini,1978,Italy,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt12344412/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Gabriele Lavia;Ottavia Piccolo;Antonio Salines;Enrico Osterman;Pina Cei;Andrea Bosic;Claudio Puglisi;Ettore Toscano;Giovanna Mainardi;Elisiana Romagnoli;Pino Manzari;Antonio Izzo;Giorgio Melazzi;Natale Russo
RaJ_1979-1,,7aWHcA7Szt0,,BBC Television Shakespeare Romeo and Juliet,Alvin Rakoff,1979,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0078176/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Patrick Ryecart;Rebecca Saire;Celia Johnson;Michael Hordern;John Gielgud;Joseph O'Conor;Laurence Naismith;Anthony Andrews;Alan Rickman;Jacqueline Hill;Christopher Strauli;Christopher Northey;Zulema Dene;Esmond Knight;David Sibley
RaJ_1981-1,,PpN7U840qaw,,Romeo y Julieta (1981),Francisco José Fuente Buena,1981,Argentina,MovingImage,-38.421295,-63.587402,IMDb - https://www.imdb.com/title/tt0366978/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Daniel Fanego;Andrea Del Boca;Rolando Agüero;Roberto Antier;Ana María Giunta;Susana Lanteri;Juan Leyrado;Jorge Marrale
RaJ_1982-1,,lEOg59Bic3Q,,The Tragedy of Romeo and Juliet,William Woodman,1982,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Tragedy_of_Romeo_and_Juliet_(film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Alex Hyde-White;Blanche Baker;Esther Rolle;Dan Hamilton;William H. Bassett;Dan Mason;Kate Fitzmaurice;Peter Maclean;Penelope Windust;Norman Snow
RaJ_1989-1,,Sj-_6vS6uug,,Romeo en Julia (1989),Dirk Tanghe;Berend Boudewijn,1989,Netherlands;Belgium,MovingImage,52.133057,5.29525,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av69714,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Romeo Madder;An Tuts;Walter Michiels;Sjarel Branckaerts;Gerda Marchand;Jan Pauwels;Michael Pas;Rik Andries;Robin David;Sien Eggers;Vera Veroft
RaJ_1990-1,,,,Romeo.Juliet,Armondo Linus Acosta,1990,Belgium;United Kingdom,MovingImage,50.499527,4.475403,Wikipedia - https://en.wikipedia.org/wiki/Romeo.Juliet,Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Robert Powell;Francesca Annis;Vanessa Redgrave;Ben Kingsley;John Hurt;Maggie Smith;Victor Spinetti;Quentin Crisp;John Haggart;Theo Cowan
RaJ_1992-1,,HcA0Atr-sLU,,The Animated Shakespeare: Romeo and Juliet,Yefim Gamburg,1992,Russia;United Kingdom,MovingImage,61.524,105.3188,IMDb - https://www.imdb.com/title/tt0105273/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Felicity Kendal;Linus Roache;Clare Holman;Jonathan Cullen;Greg Hicks;Brenda Bruce;Garard Green;Brendan Charleson;Charles Kay;Maggie Steed
RaJ_1993-1,,oZiBGK7wedw,,Romeo & Juliet (1993),Norman Campbell,1993,Canada,MovingImage,62.393303,-96.818145,IMDb - https://www.imdb.com/title/tt0152225/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Tim MacDonald;Colm Feore;Ian White;Antoni Cimolino;Paul Miller;Lewis Gordon;Kate Trotter;Megan Follows;Lorne Kennedy;Alain Goulem;Barbara Bryne;Michael Simpson
RaJ_1994,,sBu2sjLmdUs,,Romeo & Juliet (1994),Alan Horrox,1994,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt0111011/,Romeo and Juliet;TV/Video/Recording;Series;Serial;Faithful/Direct;Drama/Tragedy;Romance;Geraldine Somerville;Jonathan Firth;Jenny Agutter;Nicholas Barnes;Ben Daniels;Alexis Denisof;David Lyon;Martin Milman;Dearbhla Molloy;Michael Müller;John Nettles;Kate Riding;Frederick Stuart;John Woodvine
RaJ_1996-1,,8VOAxzgq42A,,Romeo + Juliet,Baz Luhrmann,1996,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_%2B_Juliet,Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Crime;Modernized;Leonardo DiCaprio;Claire Danes;Brian Dennehy;Paul Sorvino;Christina Pickles;Diane Venora;Dash Mihok;John Leguizamo;Jesse Bradford;Vincent Laresca;Zak Orth;Jamie Kennedy;Miriam Margolyes;Harold Perrineau;Pete Postlethwaite;Paul Rudd;Vondie Curtis-Hall;M. Emmet Walsh;Quindon Tarver
RaJ_1996-2,,,,Romeo och Julia,Alexander Öberg,1996,Sweden,MovingImage,62.199806,17.637493,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av681366,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Jacob Ericksson;Gunilla Johansson;Henric Holmberg
RaJ_2000-1,,,,Romeo and Juliet (2000),Colin Cox,2000,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av66838,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Kel Mitchell;Fran De Leon;Conrad Cimarra;Terry Diab;Benito Martinez;Colin Cox;Emily Newman;Michael Gaglio;Rob Hancock;Scott Brick;Steven Matt;Wendy Robie;Wentworth Miller
RaJ_2013-1,,jTGWNHa1wIQ,,Romeo & Juliet (2013),Carlo Carlei,2013,Switzerland;United Kingdom;Italy,MovingImage,46.815514,8.224472,Wikipedia - https://en.wikipedia.org/wiki/Romeo_%26_Juliet_(2013_film),Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Douglas Booth;Hailee Steinfeld;Damian Lewis;Natascha McElhone;Ed Westwick;Nathalie Rapti Gomez;Lesley Manville;Tom Wisdom;Tomas Arana;Laura Morante;Kodi Smit-McPhee;Christian Cooke;Paul Giamatti;Stellan Skarsgård;Simona Caparrini
RaJ_2014-1,,EdAZbKQqO-U,,Romeo and Juliet (2014),Don Roy King,2014,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Romeo_and_Juliet_(2013_Broadway_play),Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Orlando Bloom;Condola Rashad;Brent Carver;Jayne Houdyshell;Donté Bonner;Christian Camargo;Joe Carroll;Chuck Cooper;Corey Hawkins;Geoffrey Owens
RaJ_2015,,j1CVtwdZWO8,,Romeo and Juliet in Harlem,Aleta Chapelle,2015,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av75896,Romeo and Juliet;Feature;Faithful/Direct;Drama/Tragedy;Romance;Hernando Caicedo;Jasmine Carmichael;Vladimi Versailles;Jerome Preston Bates;Erica Gimpel;Andrew Chappelle;Aunjanue Ellis;Harry Lennix;Langston Fishburne;Otoja Abit;Paul Campbell;Salvatore Rodriquez;Vicki Jeudy
RaJ_2016,,8ngg8E9LpVU,,Branagh Theatre Live: Romeo and Juliet,Rob Ashford;Kenneth Branagh,2016,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt5943392/,Romeo and Juliet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Romance;Richard Madden;Lily James;Derek Jacobi;Marisa Berenson;Jack Colgrave Hirst;Tom Hanson;Matthew Hawksley;Taylor James;Pip Jordan;Ansu Kabia;Racheal Ofori;Nikki Patel;Michael Rouse;Samuel Valentine
